pdpass	pdpco1	source	begyr1	gvkey1	endyr1	pdpco2	begyr2	gvkey2	endyr2	pdpco3	begyr3	gvkey3	endyr3	pdpco4	begyr4	gvkey4	endyr4	pdpco5	begyr5	gvkey5	endyr5
11374804	11636	"NBER"	1950	11636	2006																
11374864	13789	"m2006"	1986	13789	2006																
11374933	25785	"PASS1"	1991	25785	1996																
11375091	5254	"NBER"	1967	5254	2006																
11375291	15459	"NBER"	1988	15459	2006																
11375585	144559	"UPDT2"	1999	144559	2006																
11375945	12966	"NBER"	1986	12966	1992																
11375980	10857	"NBER"	1950	10857	2006																
11376317	101352	"MTCH1"	1990	101352	2006																
11376402	5649	"NBER"	1970	5649	1991	5764	1992	5764	2005												
11376470	14808	"PASS1"	1987	14808	2006																
11376735	61570	"PASS1"	1994	61570	2006																
11376807	4340	"NBER"	1980	4340	2006																
11377124	63477	"MTCH1"	1963	2694	1994	63477	1995	63477	2003												
11377294	148278	"PASS1"	2000	148278	2002																
11377384	10517	"NBER"	1960	10517	1976																
11377473	28488	"MTCH1"	1992	28488	2001																
11377697	16456	"m2006"	1989	16456	2006																
11377839	6765	"NBER"	1954	6765	2000	7985	2001	7985	2005												
11378741	20952	"NBER"	1969	20952	1995																
11378745	29092	"MTCH1"	1961	5675	1971	29092	1992	29092	1998	7773	1999	7773	2002								
11378926	101352	"MTCH1"	1990	101352	2006																
11379154	1877	"PASS1"	1980	1877	1997																
11379668	2418	"MTCH1"	1960	2418	1987	8215	1988	8215	2005												
11379735	9051	"NBER"	1982	9051	2000	2942	2001	2942	2005												
11381100	3022	"NBER"	1950	3022	1997																
11381207	27755	"PASS1"	1991	27755	2000	10787	2002	10787	2005												
11381864	7585	"MTCH1"	1950	7585	2006																
11381947	8215	"NBER"	1950	8215	2006																
11382131	5439	"NBER"	1950	5439	2006																
11383598	19258	"PASS1"	1988	19258	1993																
11383789	8446	"NBER"	1950	8446	2006																
11383977	7935	"NBER"	1967	7935	2003																
11383995	4888	"PASS1"	1962	4888	1985																
11384101	12790	"MTCH1"	1985	12790	1999	3946	2001	3946	2005												
11384460	148332	"PASS1"	2000	148332	2003																
11384504	61300	"PASS1"	1993	61300	2000																
11385037	14278	"UPDT2"	1987	14278	1988																
11385197	7652	"MTCH1"	1975	7652	2006																
11385469	61918	"PASS1"	1994	61918	1998	120178	2000	120178	2000	221616	2001	221616	2005								
11385604	10271	"PASS1"	1983	10271	1999																
11386122	3787	"PASS1"	1982	3787	1993	12702	1994	12702	2005												
11386128	5032	"NBER"	1965	5032	2004																
11386187	7471	"MTCH1"	1973	7471	2005																
11386941	125863	"m2006"	1998	125863	2006																
11387089	30240	"PASS1"	1993	30240	1998																
11387266	23242	"PASS1"	1990	23242	1992																
11387420	25269	"PASS1"	1991	25269	1993																
11387610	30862	"m2006"	1993	30862	2003																
11387685	100049	"UPDT2"	1994	100049	1998																
11387933	2817	"MTCH1"	1950	2817	2006																
11388160	2216	"NBER"	1960	2216	1983																
11388934	101289	"PASS1"	1996	101289	1997	24625	1999	24625	2005												
11388962	3362	"MTCH1"	1962	3362	2005																
11389845	2207	"NBER"	1964	2207	1989																
11390338	10174	"NBER"	1960	10174	2000																
11390366	19349	"MTCH1"	1994	19349	2006																
11390789	4194	"NBER"	1950	4194	2006																
11390938	3011	"MTCH1"	1982	3011	2005	101310	2006	101310	2006												
11391164	101352	"MTCH1"	1990	101352	2006																
11391546	25844	"MTCH1"	1991	25844	2004																
11391887	29643	"PHRM"	1992	29643	1999	23945	2000	23945	2006												
11392248	3022	"NBER"	1950	3022	1997																
11392600	138487	"PASS1"	1998	138487	2001	125604	2003	125604	2005												
11393091	3650	"NBER"	1950	3650	2006																
11393273	25385	"MTCH1"	1991	25385	2006																
11393648	25202	"PASS1"	1991	25202	2003																
11393682	12973	"PASS1"	1986	12973	1990																
11393716	30112	"MTCH1"	1991	30112	2005																
11394208	5976	"NBER"	1950	5976	2001																
11394606	27906	"PASS1"	1991	27906	2006																
11395072	5229	"MTCH1"	1950	5229	2006																
11395180	7593	"UPDT2"	1950	7593	1994																
11395236	13420	"PASS1"	1986	13420	1993																
11395260	3586	"NBER"	1976	3586	1995	12679	1996	12679	2005												
11395261	8287	"m2006"	1950	8287	1998																
11395438	8643	"MTCH1"	1963	8643	1988																
11395590	7875	"NBER"	1950	9280	1971	7875	1972	7875	2006												
11395764	30464	"PASS1"	1993	30464	1995																
11395837	8096	"NBER"	1968	8096	2005																
11395921	15172	"MTCH1"	1985	15172	2005																
11395998	2527	"NBER"	1962	2527	1994	25124	1996	25124	2005												
11396097	10855	"MTCH1"	1950	10855	1998	6104	1999	6104	2005												
11396102	17744	"MTCH1"	1996	17744	2000																
11396504	7536	"MTCH1"	1950	7536	2002	8530	2003	8530	2005												
11396559	3911	"NBER"	1966	3911	1999	118577	2000	118577	2005												
11397238	31055	"PASS1"	1999	31055	2006																
11397379	4932	"FRAT"	1960	4932	2004																
11397911	11808	"MTCH1"	1984	11808	1994																
11398261	8178	"m2006"	1966	8178	1977																
11398313	15108	"NBER"	1987	15108	1993																
11398539	29511	"PASS1"	1993	29511	2006																
11398657	24106	"PASS1"	1990	24106	1999																
11399231	101352	"MTCH1"	1990	101352	2006																
11399266	9818	"NBER"	1962	9818	2006																
11399291	2721	"MTCH1"	1974	2721	2006																
11399313	10553	"NBER"	1982	10553	2005																
11399501	16437	"NBER"	1988	16437	2001	25279	2002	25279	2005												
11399564	7536	"MTCH1"	1950	7536	2002	8530	2003	8530	2005												
11399811	19349	"MTCH1"	1994	19349	2006																
11399848	1767	"NBER"	1960	1767	1984																
11400111	25598	"MTCH1"	1991	25598	1995	2751	1996	2751	2005												
11400226	64283	"PASS1"	1995	64283	2002																
11400371	27889	"PASS1"	1988	27889	2001																
11400651	2610	"MTCH1"	1964	2610	1976																
11401402	10323	"NBER"	1960	10323	1996	2787	1998	2787	2005												
11401445	25295	"MTCH1"	1991	25295	1994																
11401678	2240	"MTCH1"	1983	2240	2006																
11401791	6754	"MTCH1"	1962	6754	1994																
11401906	29292	"PASS1"	1992	29292	1995	14242	1996	14242	2005												
11402185	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11402256	6631	"MTCH1"	1966	6631	1997	9217	1999	9217	2005												
11402941	3892	"PASS1"	1973	3892	1999																
11403137	21534	"MTCH1"	1988	21534	1996																
11403306	24161	"m2006"	1990	24161	1993																
11403976	7495	"NBER"	1956	7495	1988																
11404673	28232	"m2006"	1993	28232	1995																
11405078	137377	"m2006"	1998	137377	2006																
11406025	17420	"MTCH1"	2000	17420	2005																
11406426	25317	"m2006"	1991	25317	1997																
11406524	6038	"NBER"	1950	6038	1997																
11406571	14456	"NBER"	1987	14456	1989																
11406619	24179	"PASS1"	1990	24179	2006																
11407031	30022	"MTCH1"	1993	30022	1997																
11407287	30265	"m2006"	1993	30265	2006																
11407501	5650	"MTCH1"	1973	5650	2006																
11407720	4608	"NBER"	1966	4608	2006																
11408202	8682	"MTCH1"	1960	8682	1997																
11408327	28687	"PASS1"	1992	28687	1994																
11408386	13408	"NBER"	1986	13408	1998	8463	1999	8463	2005												
11408833	25047	"PASS1"	1991	25047	2006																
11408862	14261	"MTCH1"	1967	2115	1970	14261	1986	14261	1999	5180	2000	5180	2005								
11409325	4145	"FRAT"	1955	4145	2006																
11409804	10580	"NBER"	1950	10580	1999	10726	2000	10726	2005												
11410076	1773	"NBER"	1960	1773	2006																
11410096	5354	"NBER"	1961	5354	1994	5894	1995	5894	2005												
11410262	2154	"NBER"	1960	2154	2006																
11410314	5395	"PASS1"	1973	5395	2006																
11410349	6288	"MTCH1"	1950	6288	1999																
11410657	11483	"NBER"	1951	11483	1998																
11411128	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11411457	6529	"MTCH1"	1982	6529	2006																
11411566	10588	"NBER"	1966	10588	2004																
11411767	140760	"MTCH1"	1998	140760	2006																
11412252	1078	"NBER"	1950	1078	2006																
11412549	14027	"PASS1"	1986	14027	2006																
11412720	8123	"NBER"	1954	8123	2006																
11413016	14630	"UPDT2"	1987	14630	1993																
11413023	11336	"PASS1"	1979	11336	1990																
11413129	1598	"MTCH1"	1950	1598	2006																
11413396	10580	"NBER"	1950	10580	1999	10726	2000	10726	2005												
11413594	29686	"PASS1"	1993	29686	1994																
11413615	3230	"NBER"	1971	3230	2006																
11414237	6433	"MTCH1"	1975	6433	2006																
11414606	6512	"MTCH1"	1976	6512	2005																
11414619	64271	"PASS1"	1995	64271	2000																
11414826	7228	"MTCH1"	1962	7228	2006																
11415080	14867	"MTCH1"	1987	14867	1990																
11415107	11284	"NBER"	1957	11284	1988																
11415294	7290	"MTCH1"	1966	7290	1987																
11415625	201794	"PASS1"	1998	201794	2005																
11416451	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11416608	2338	"MTCH1"	1950	2338	2006																
11416673	28178	"PASS1"	1992	28178	1996																
11416702	62398	"PASS1"	1995	62398	1996	6266	1997	6266	2005												
11416782	2435	"MTCH1"	1950	2435	2006																
11417672	13608	"PASS1"	1986	13608	2000	62730	2001	62730	2005												
11417798	30709	"MTCH1"	1993	30709	2005																
11417951	1157	"MTCH1"	1950	1157	1971																
11418272	119275	"PASS1"	1997	119275	2006																
11418296	112473	"PASS1"	1996	112473	2006																
11418384	29235	"PASS1"	1992	29235	2000																
11418395	5978	"m2006"	1981	5978	2006																
11418450	4961	"NBER"	1950	4961	1999																
11419001	3558	"MTCH1"	1960	3558	1997																
11419038	6266	"NBER"	1950	6266	2006																
11419114	1848	"NBER"	1950	1848	1999																
11419115	27761	"PASS1"	1991	27761	1998																
11419175	2078	"MTCH1"	1967	2078	1989																
11419326	19349	"MTCH1"	1994	19349	2006																
11419571	20031	"MTCH1"	1989	20031	1997																
11419730	23671	"MTCH1"	1993	23671	2006																
11420351	9584	"NBER"	1974	9584	1983																
11420395	8079	"MTCH1"	1975	8079	2006																
11420461	3694	"PASS1"	1978	3694	1982	4105	1987	4105	1998												
11420520	15233	"PASS1"	1988	15233	1995	11691	1997	11691	1997												
11420621	2252	"NBER"	1960	2252	1994																
11420751	13307	"PASS1"	1986	13307	1987																
11421225	1767	"NBER"	1960	1767	1984																
11421612	10221	"PASS1"	1980	10221	2006																
11421745	11064	"PASS1"	1983	11064	1993	14264	1994	14264	1996	62599	1997	62599	2005								
11422135	12312	"NBER"	1981	12312	2003																
11422348	4055	"NBER"	1962	4055	1995	6946	1996	6946	2005												
11422394	5650	"MTCH1"	1973	5650	2006																
11422396	30676	"PASS1"	1993	30676	2000																
11422469	10787	"UPDT2"	1963	10787	2006																
11422621	140756	"UPDT2"	2000	140756	2006																
11422729	14242	"MTCH1"	1987	14242	2005																
11423193	9818	"MTCH1"	1962	9818	2006																
11424010	3580	"NBER"	1950	3580	2006																
11424016	13099	"MTCH1"	1986	13099	2001																
11424426	8215	"NBER"	1950	8215	2006																
11424757	1357	"UPDT2"	1974	1357	1986																
11425611	2436	"FRAT"	1950	2436	2006																
11425752	2982	"NBER"	1960	2982	2006																
11426595	11222	"MTCH1"	1975	11222	1982																
11426632	6494	"MTCH1"	1976	6494	2005																
11426761	7257	"MTCH1"	1950	7257	2006																
11427493	29396	"PASS1"	1992	29396	1999																
11427529	30675	"PASS1"	1993	30675	2003																
11427735	11658	"MTCH1"	1961	11658	1972																
11428697	6096	"MTCH1"	1950	6096	1999	10787	2000	10787	2005												
11428953	140760	"MTCH1"	1998	140760	2006																
11429639	10741	"NBER"	1974	10741	1998	4595	1999	4595	2005												
11429662	8523	"MTCH1"	1963	8523	1992																
11429892	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11430031	112672	"PASS1"	1996	112672	1998																
11430122	5482	"MTCH1"	1960	5482	1990																
11430284	11749	"MTCH1"	1984	11749	2005																
11430795	4926	"MTCH1"	1962	4926	2006																
11431107	7504	"PASS1"	1981	7504	2006																
11431145	4145	"FRAT"	1955	4145	2006																
11432381	11670	"MTCH1"	1960	11670	2006																
11432709	29001	"MTCH1"	1992	29001	2006																
11433130	101352	"MTCH1"	1990	101352	2006																
11433138	30831	"MTCH1"	1993	30831	1994																
11433212	63684	"PASS1"	1995	63684	1997																
11433228	29921	"PASS1"	1993	29921	2005																
11433774	5650	"MTCH1"	1973	5650	2006																
11433895	7991	"NBER"	1965	7991	2006																
11434037	6297	"NBER"	1982	6297	2004																
11434265	14913	"PASS1"	1988	14913	2003																
11434586	8762	"NBER"	1950	8762	2006																
11434673	1408	"FRAT"	1950	1408	2006																
11435292	8989	"PASS1"	1964	8989	1994																
11435305	30207	"PASS1"	1993	30207	1994																
11435838	11503	"MTCH1"	1968	11503	1996																
11436029	9818	"MTCH1"	1962	9818	2006																
11436117	6512	"MTCH1"	1976	6512	2005																
11436265	63905	"PASS1"	1995	63905	1997	6266	1998	6266	2005												
11436280	103159	"MTCH1"	1994	103159	2003																
11436311	7920	"NBER"	1971	7920	1999																
11436451	5860	"NBER"	1950	5860	2006																
11437618	1976	"NBER"	1954	1976	2006																
11437679	5134	"NBER"	1950	5134	2004																
11437907	23872	"PASS1"	1990	23872	2001	4322	2002	4322	2004												
11438968	125863	"m2006"	1998	125863	2006																
11439121	14897	"NBER"	1987	14897	2004	148870	2005	148870	2006												
11439260	9166	"PASS1"	1974	9166	1984																
11439677	5367	"NBER"	1969	5367	1984																
11439898	10480	"m2006"	1978	10480	1988	5903	1989	5903	2005												
11440235	15334	"MTCH1"	1984	15334	2005																
11440391	27902	"PASS1"	1992	27902	1994																
11440463	103159	"MTCH1"	1994	103159	2003																
11440469	15471	"MTCH1"	1971	15471	1997	3062	1999	3062	2004												
11440537	2207	"NBER"	1964	2207	1989																
11440803	5306	"NBER"	1960	5306	2004																
11441369	24803	"PASS1"	1991	24803	2005																
11441694	6619	"MTCH1"	1972	6619	2005																
11442047	12075	"UPDT2"	1969	1990	1984	12075	1985	12075	1995	5643	1996	5643	2005								
11442321	10407	"NBER"	1961	10407	2006																
11443016	8068	"NBER"	1960	8068	2006																
11443043	28026	"MTCH1"	1992	28026	1997																
11443101	12581	"MTCH1"	1985	12581	2006																
11443311	25774	"PASS1"	1991	25774	2006																
11443362	29163	"PASS1"	1992	29163	1996																
11443590	14954	"MTCH1"	1988	14954	2006																
11443631	1365	"NBER"	1950	1365	1992																
11443648	25987	"MTCH1"	1992	25987	2004																
11443790	3121	"NBER"	1967	3121	2006																
11443865	61831	"MTCH1"	1995	61831	2000																
11444414	25110	"PASS1"	1991	25110	2006																
11444519	3642	"NBER"	1950	3642	1996																
11444687	64345	"PASS1"	1995	64345	1999																
11445068	5650	"MTCH1"	1973	5650	2006																
11445132	5650	"MTCH1"	1973	5650	2006																
11445150	10089	"PASS1"	1974	10089	1988																
11445447	15353	"PASS1"	1988	15353	1992	7821	1993	7821	1993	10097	1995	10097	2004								
11445477	3676	"MTCH1"	1970	3676	1984																
11445677	3024	"NBER"	1974	3024	2006																
11446036	9302	"m2006"	1971	9302	2006																
11446351	29271	"MTCH1"	1992	29271	1997																
11446621	25086	"PASS1"	1992	25086	1997																
11446828	13599	"MTCH1"	1987	13599	2006																
11447178	19043	"UPDT2"	1993	19043	2002																
11447225	117905	"PASS1"	1997	117905	2005																
11447593	25945	"PASS1"	1991	25945	1993	20520	1994	20520	1997												
11447622	61351	"PASS1"	1994	61351	2000																
11447631	25342	"m2006"	1991	25342	2001																
11447844	18366	"MTCH1"	1989	18366	1994	9236	1995	9236	1996												
11448004	13333	"NBER"	1968	8829	1985	13333	1986	13333	1996	6096	1997	6096	1999	10787	2000	10787	2005				
11448193	29170	"PASS1"	1992	29170	2005																
11448201	6402	"PASS1"	1975	6402	1996																
11448224	5805	"PASS1"	1974	5805	1991																
11448578	8247	"MTCH1"	1950	8247	2006																
11448911	216019	"MTCH1"	2003	216019	2006																
11449149	17611	"MTCH1"	1992	17611	1999																
11449332	9602	"NBER"	1971	9602	2000	10787	2001	10787	2005												
11450098	61151	"MTCH1"	1994	61151	2006																
11450483	1913	"NBER"	1960	1913	2006																
11450700	209341	"UPDT2"	1998	209341	2006																
11451522	1151	"NBER"	1983	1151	1995																
11451624	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11451715	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11451830	8990	"MTCH1"	1974	8990	2001																
11452085	4925	"MTCH1"	1973	4925	2006																
11452526	8822	"NBER"	1982	8822	1987																
11452697	24928	"PASS1"	1991	24928	1994																
11453403	5650	"MTCH1"	1973	5650	2006																
11453555	154013	"NBER"	2002	154013	2002																
11453630	103307	"MTCH1"	1992	103307	1997																
11453798	9477	"NBER"	1979	9477	1993	25279	1995	25279	2005												
11453843	3624	"NBER"	1966	3624	1984																
11454330	22308	"PASS1"	1989	22308	2006																
11454366	3863	"PASS1"	1963	3863	2006																
11455211	14867	"MTCH1"	1987	14867	1990																
11455238	1408	"FRAT"	1950	1408	2006																
11455559	7875	"NBER"	1950	9280	1971	7875	1972	7875	2006												
11455786	9708	"NBER"	1950	9708	1981																
11456337	102523	"MTCH1"	2000	102523	2005																
11456375	24713	"PASS1"	1990	24713	1993	8530	1995	8530	2005												
11457078	9778	"PASS1"	1960	9778	2006																
11457971	144436	"PASS1"	1999	144436	2006																
11458151	11008	"PASS1"	1960	11008	1976																
11458344	6416	"NBER"	1982	6416	2006																
11458349	24284	"PASS1"	1990	24284	1993																
11458557	8047	"NBER"	1974	8047	2005																
11459032	24468	"NBER"	1982	2226	1989	24468	1990	24468	2006												
11459034	24699	"PASS1"	1990	24699	2006																
11459051	24040	"PASS1"	1990	24040	2006																
11459181	19349	"MTCH1"	1994	19349	2006																
11459495	28984	"PASS1"	1992	28984	2006																
11459645	25157	"m2006"	1991	25157	2006																
11459711	12104	"PASS1"	1985	12104	1996																
11459813	29849	"PASS1"	1993	29849	1997																
11459915	3781	"NBER"	1974	3781	2002																
11459996	16603	"PASS1"	1982	16603	2006																
11460292	4807	"NBER"	1981	4807	2005																
11460485	103159	"MTCH1"	1994	103159	2003																
11460615	9458	"FRAT"	1971	9458	1997	2751	1998	2751	2005												
11460626	24991	"PASS1"	1991	24991	2001																
11461439	8972	"NBER"	1950	8972	2006																
11461513	1365	"NBER"	1950	1365	1992																
11461903	17436	"MTCH1"	1998	17436	2006																
11462072	13264	"MTCH1"	1986	13264	1997																
11462542	6494	"MTCH1"	1976	6494	2005																
11462915	14261	"MTCH1"	1967	2115	1970	14261	1986	14261	1999	5180	2000	5180	2005								
11463453	23044	"PASS1"	2002	23044	2004																
11463690	4490	"m2006"	1980	4490	1983																
11463842	3049	"PASS1"	1984	3049	1995																
11464259	140760	"NBER"	1998	140760	2006																
11464444	6930	"m2006"	1987	6930	2006																
11464756	24982	"PASS1"	1991	24982	2006																
11464828	25870	"PASS1"	1991	25870	2006																
11464840	27920	"PASS1"	1992	27920	2006																
11464924	60827	"PASS1"	1994	60827	1994	11559	1995	11559	1998												
11465461	25441	"PASS1"	1991	25441	1999																
11465866	9837	"NBER"	1963	9837	1999																
11466251	28899	"PASS1"	1993	28899	1993																
11466651	10482	"NBER"	1950	10482	2000																
11466957	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
11467797	24289	"PASS1"	1990	24289	1995																
11467808	12467	"PASS1"	1985	12467	1999																
11468041	113646	"PASS1"	1998	113646	2006																
11468417	12790	"PASS1"	1985	12790	1999	3946	2001	3946	2005												
11468739	13406	"NBER"	1986	13406	2006																
11469291	165051	"PASS1"	2003	165051	2006																
11469329	2722	"PASS1"	1974	2722	1987																
11469353	28893	"MTCH1"	1992	28893	1999																
11469355	21487	"PASS1"	1989	21487	2006																
11469431	8169	"PASS1"	1983	8169	2006																
11469773	29119	"PASS1"	1992	29119	1997																
11469857	31697	"PASS1"	1994	31697	1999																
11470079	2085	"NBER"	1950	2085	2006																
11470544	14282	"MTCH1"	1987	14282	2006																
11471247	4661	"MTCH1"	1965	4661	1971																
11471278	6096	"MTCH1"	1950	6096	1999	10787	2000	10787	2005												
11471505	7367	"PASS1"	1974	7367	1980	6856	1981	6856	1994												
11471600	12390	"NBER"	1985	12390	2006																
11471675	6815	"PASS1"	1983	6815	1994	6066	1995	6066	2005												
11471792	9584	"MTCH1"	1974	9584	1983																
11472063	2168	"MTCH1"	1970	2168	1984																
11472393	10837	"MTCH1"	1950	10837	1983	3580	1985	3580	2005												
11472554	28742	"MTCH1"	1992	28742	2006																
11472557	163933	"PASS1"	2003	163933	2006																
11472600	60944	"PASS1"	1994	60944	1994	7228	1996	7228	2004												
11473049	7435	"NBER"	1950	7435	2006																
11473673	10540	"NBER"	1950	10540	2006																
11473917	24282	"NBER"	1990	24282	1992	7116	1993	7116	2005												
11473926	5757	"PASS1"	1969	5757	2001																
11474328	11312	"NBER"	1964	11312	1998																
11474431	26034	"PHRM"	1991	26034	1999	138341	2000	138341	2006												
11474515	13282	"NBER"	1986	13282	2001																
11474763	15334	"PASS1"	1984	15334	2005																
11475037	141468	"MTCH1"	1998	141468	2005																
11475313	11985	"PASS1"	1985	11985	1999																
11475780	3558	"MTCH1"	1960	3558	1997																
11476085	24304	"PASS1"	1990	24304	2006																
11476565	7585	"MTCH1"	1950	7585	2006																
11476791	31881	"PASS1"	1994	31881	2006																
11476969	8889	"NBER"	1950	8889	1985	5047	1986	5047	2005												
11477092	6107	"m2006"	1980	6107	1993	20031	1995	20031	1997												
11477109	1823	"MTCH1"	1974	1823	2006																
11477232	63656	"PASS1"	1995	63656	1998	9465	2000	9465	2005												
11477284	101352	"MTCH1"	1990	101352	2006																
11477577	62995	"m2006"	1995	62995	2006																
11477650	11261	"NBER"	1974	11261	1998																
11477752	2660	"PASS1"	1973	2660	1982																
11477872	6430	"MTCH1"	1960	6430	1986																
11478058	20747	"MTCH1"	1980	10464	1989	20747	1993	20747	2006												
11478359	160607	"MTCH1"	2003	160607	2006																
11478451	5620	"MTCH1"	1983	5620	1990	7637	1991	7637	2005												
11479155	14867	"MTCH1"	1987	14867	1990																
11479356	30087	"PASS1"	1993	30087	2000																
11479552	4123	"PASS1"	1984	4123	2000																
11479703	1324	"MTCH1"	1975	1324	2001	63527	2003	63527	2005												
11480294	8762	"MTCH1"	1950	8762	2006																
11480317	10734	"MTCH1"	1983	10734	2006																
11480342	8450	"PASS1"	1964	8450	2006																
11480469	12349	"MTCH1"	1985	12349	1996																
11480542	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
11481700	9617	"NBER"	1960	9617	1988																
11482079	25181	"PASS1"	1991	25181	2006																
11482530	10376	"MTCH1"	1984	10376	1988	6644	1989	6644	1991	27973	1993	27973	1997								
11483113	61355	"PASS1"	1994	61355	2006																
11483735	15761	"NBER"	1988	15761	1999																
11483934	122034	"PASS1"	1998	122034	2006																
11484531	19043	"UPDT2"	1993	19043	2002																
11484837	101352	"MTCH1"	1990	101352	2006																
11485142	11750	"PASS1"	1985	11750	1995	13333	1996	13333	1996	6096	1997	6096	1999	10787	2000	10787	2005				
11485167	30176	"PASS1"	1993	30176	1995																
11485480	5764	"NBER"	1960	5764	2006																
11485534	101317	"MTCH1"	1990	101317	2006																
11485603	17420	"MTCH1"	2000	17420	2005																
11485726	9236	"PHRM"	1961	9236	1996	13467	1997	13467	2006												
11486435	23875	"PASS1"	1990	23875	1995																
11486470	10553	"MTCH1"	1982	10553	2005																
11486752	11349	"MTCH1"	1963	11349	1997																
11486878	29347	"PASS1"	1992	29347	2000																
11486968	10482	"NBER"	1950	10482	2000																
11487006	64690	"MTCH1"	1995	64690	2006																
11487870	5087	"NBER"	1950	5087	2006																
11488930	9258	"MTCH1"	1967	9258	2006																
11489384	10653	"PASS1"	1974	10653	1979																
11490089	4250	"NBER"	1974	4250	1994	10519	1995	10519	2005												
11490240	11506	"NBER"	1957	11506	2006																
11490296	3366	"PASS1"	1967	3366	2002	15005	2003	15005	2004												
11490310	1690	"NBER"	1980	1690	2006																
11491056	29065	"PASS1"	1992	29065	1994	1300	1996	1300	2005												
11491125	15172	"MTCH1"	1985	15172	2005																
11491312	29751	"PASS1"	1992	29751	2006																
11491368	28004	"MTCH1"	1950	9104	1991	28004	1992	28004	2006												
11492527	11458	"m2006"	1960	11458	1970																
11492912	9411	"MTCH1"	1950	9411	2006																
11492961	64681	"PASS1"	1995	64681	2000																
11493521	3693	"PASS1"	1983	3693	1997																
11493524	61414	"PASS1"	1994	61414	2006																
11493617	157200	"PASS1"	2003	157200	2005																
11493714	4622	"MTCH1"	1950	4622	2006																
11493863	29392	"NBER"	1992	29392	2006																
11494061	13087	"MTCH1"	1985	13087	1991																
11494095	4637	"MTCH1"	1974	4637	1979																
11494402	10578	"MTCH1"	1973	10578	1987	2504	1988	2504	2005												
11494807	12581	"MTCH1"	1985	12581	2006																
11494866	63081	"PASS1"	1995	63081	2006																
11494903	6494	"MTCH1"	1976	6494	2005																
11495684	3558	"MTCH1"	1960	3558	1997																
11496623	14650	"PASS1"	1987	14650	2006																
11496803	31468	"PASS1"	1980	10788	1989	31468	1994	31468	1995	7409	1997	7409	2005								
11496814	7275	"PASS1"	1982	7275	2005																
11497067	1564	"PASS1"	1980	1564	1990																
11497237	4510	"MTCH1"	1950	4510	2006																
11497304	7228	"MTCH1"	1962	7228	2006																
11497379	8095	"NBER"	1964	8095	2005																
11497510	25015	"PASS1"	1991	25015	1997	24537	1999	24537	2005												
11497899	6765	"NBER"	1954	6765	2000	7985	2001	7985	2005												
11498538	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11498543	5650	"MTCH1"	1973	5650	2006																
11498806	12698	"PASS1"	1986	12698	2000																
11498849	25771	"MTCH1"	1991	25771	1998																
11498986	23819	"PASS1"	1989	23819	2000																
11499063	101352	"MTCH1"	1990	101352	2006																
11499404	9459	"MTCH1"	1950	9459	2006																
11499445	28532	"PASS1"	1992	28532	2001																
11499572	1817	"m2006"	1974	1817	1991																
11499786	112040	"MTCH1"	1996	112040	2006																
11499931	5839	"NBER"	1982	5839	1997																
11500259	15267	"MTCH1"	1988	15267	2006																
11500390	23671	"MTCH1"	1993	23671	2006																
11500470	64544	"MTCH1"	1995	64544	1998																
11500808	7536	"MTCH1"	1950	7536	2002	8530	2003	8530	2005												
11501072	28624	"MTCH1"	1988	14557	1989	28624	1992	28624	2004												
11501364	14420	"MTCH1"	1986	14420	2000																
11501564	5608	"NBER"	1960	5608	2006																
11501641	29677	"PASS1"	1992	29677	2002																
11501872	4061	"NBER"	1975	4061	1998																
11502369	28217	"PASS1"	1992	28217	2001																
11502492	1055	"NBER"	1984	1055	1996																
11502572	25130	"MTCH1"	1991	25130	2006																
11503983	210418	"MTCH1"	1991	17346	1994	210418	1995	210418	2006												
11504094	29092	"MTCH1"	1961	5675	1971	29092	1992	29092	1998	7773	1999	7773	2002								
11504127	112774	"PASS1"	1996	112774	2006																
11504161	5961	"PASS1"	1982	5961	2002																
11504224	10519	"MTCH1"	1950	10519	2006																
11504903	4058	"NBER"	1960	4058	2006																
11505196	6249	"NBER"	1968	6249	1983																
11505263	8972	"NBER"	1950	8972	2006																
11505401	14164	"PASS1"	1987	14164	1994																
11505486	14918	"PASS1"	1987	14918	2006																
11505572	19548	"PASS1"	1988	19548	1994																
11505645	29152	"m2006"	1993	29152	2000																
11506254	28742	"MTCH1"	1992	28742	2006																
11506265	14288	"PASS1"	1987	14288	1992																
11506461	14867	"MTCH1"	1987	14867	1990																
11506465	12389	"NBER"	1985	12389	2006																
11506843	6302	"MTCH1"	1971	6302	1990																
11506949	19349	"MTCH1"	1994	19349	2006																
11507107	12129	"MTCH1"	1985	12129	1997																
11507366	14282	"NBER"	1987	14282	2006																
11507958	13119	"PASS1"	1986	13119	1999																
11508328	9135	"MTCH1"	1981	9135	1990																
11508460	101352	"MTCH1"	1990	101352	2006																
