pdpass	pdpco1	source	begyr1	gvkey1	endyr1	pdpco2	begyr2	gvkey2	endyr2	pdpco3	begyr3	gvkey3	endyr3	pdpco4	begyr4	gvkey4	endyr4	pdpco5	begyr5	gvkey5	endyr5
10080189	30807	"MTCH1"	1983	6552	1998	30807	1999	30807	2005												
10080213	10555	"MTCH1"	1974	10555	1982																
10080334	11613	"NBER"	1963	11613	1979																
10080335	2475	"MTCH1"	1974	2475	1989																
10080339	12708	"PASS1"	1985	12708	2006																
10080706	5708	"NBER"	1968	5708	1986																
10081186	9810	"NBER"	1962	9810	1998																
10081489	9793	"NBER"	1960	9793	1976																
10081562	8163	"NBER"	1965	8163	1999	29241	2000	29241	2005												
10081598	12554	"MTCH1"	1978	12554	1986																
10081713	7448	"PASS1"	1974	7448	2003	5980	2004	5980	2005												
10081724	3427	"NBER"	1969	3427	1981																
10081835	10174	"NBER"	1960	10174	2000																
10082042	9411	"NBER"	1950	9411	2006																
10082103	10404	"PASS1"	1962	10404	1989	4423	1990	4423	2005												
10082146	8358	"NBER"	1950	8358	2006																
10082239	7960	"NBER"	1982	7960	1989	8681	1991	8681	2005												
10082341	10877	"MTCH1"	1979	10877	2006																
10082373	30113	"PASS1"	1993	30113	1998																
10082579	10873	"NBER"	1950	10873	1984																
10082696	5360	"m2006"	1975	5360	1977																
10082858	9772	"NBER"	1958	9772	2006																
10083166	6384	"PASS1"	1950	6384	1971																
10083361	8934	"PASS1"	1981	8934	2002																
10083419	6066	"NBER"	1950	6066	2006																
10083769	6285	"MTCH1"	1960	6285	2004																
10084041	9523	"NBER"	1950	9523	1984																
10084095	1043	"FRAT"	1950	1043	1999																
10084298	5418	"MTCH1"	1980	5418	2001																
10084882	2817	"NBER"	1950	2817	2006																
10084933	10124	"NBER"	1971	10124	2006																
10085100	8949	"NBER"	1966	8949	1988	5878	1989	5878	2005												
10085235	8615	"NBER"	1960	8615	1978																
10085310	24165	"PASS1"	1990	24165	1994	10374	1995	10374	2005												
10085511	6033	"PASS1"	1974	6033	2006																
10085601	8867	"NBER"	1981	8867	2006																
10085609	8458	"NBER"	1950	8458	1988																
10086084	2403	"NBER"	1950	2403	2006																
10086125	2504	"NBER"	1950	2504	2006																
10086208	10229	"PASS1"	1973	10229	1987																
10086233	10215	"NBER"	1954	10215	2006																
10086313	10816	"NBER"	1950	10816	2006																
10086316	2997	"NBER"	1977	2997	1987	7139	1989	7139	2005												
10086368	6685	"NBER"	1960	6685	1974																
10086403	11627	"MTCH1"	1982	11627	1988																
10086440	11155	"UPDT2"	1963	11155	1997	3619	1998	3619	2005												
10086624	9967	"PHRM"	1961	9967	1988	2403	1989	2403	2006												
10086726	30537	"PASS1"	1993	30537	1999																
10086810	11418	"PASS1"	1974	11418	1979																
10086868	6774	"NBER"	1950	6774	2006																
10087229	5234	"NBER"	1950	5234	2006																
10087252	5277	"MTCH1"	1972	5277	1990																
10087396	20362	"NBER"	1969	20362	1991																
10087562	4818	"NBER"	1950	4818	2006																
10087577	10100	"NBER"	1971	10100	1975																
10087620	15172	"MTCH1"	1985	15172	2005																
10087625	4815	"PASS1"	1974	4815	1979																
10087897	8606	"NBER"	1950	8606	2006																
10087926	5478	"NBER"	1972	5478	1981	10855	1982	10855	1998	6104	1999	6104	2005								
10087940	2663	"NBER"	1950	2663	2006																
10088008	6994	"NBER"	1972	6994	2006																
10088587	6403	"NBER"	1950	6403	2005																
10088651	4445	"PASS1"	1963	4445	1974																
10088678	5606	"NBER"	1950	5606	2006																
10088746	1330	"PASS1"	1974	1330	1980																
10088877	17202	"NBER"	1988	17202	2006																
10089003	9752	"NBER"	1980	9752	1986	8643	1988	8643	1988												
10089075	11615	"NBER"	1970	11615	1998	8717	2000	8717	2005												
10089088	6179	"FRAT"	1962	6179	1991																
10089140	1000	"MTCH1"	1961	1000	1977																
10089238	8071	"MTCH1"	1984	8071	2006																
10089337	2471	"NBER"	1967	2471	1987																
10089341	6364	"NBER"	1965	6364	1987																
10089470	9508	"MTCH1"	1950	9508	1970																
10089622	2532	"m2006"	1973	2532	1977																
10089624	4209	"NBER"	1972	4209	1976																
10089793	6063	"m2006"	1963	6063	1979																
10089868	10873	"NBER"	1950	10873	1984																
10089922	15289	"m2006"	1988	15289	2006																
10089937	13469	"NBER"	1986	13469	1993																
10090012	10595	"PASS1"	1974	10595	1983																
10090046	4194	"NBER"	1950	4194	2006																
10090156	7260	"NBER"	1950	7260	2006																
10090309	8280	"NBER"	1969	8280	1997	3735	1998	3735	2005												
10090311	3756	"FRAT"	1960	3756	2004	2577	2005	2577	2006												
10090588	1308	"m2006"	1950	1308	2006																
10090626	9381	"NBER"	1950	9381	1983	2917	1984	2917	1999	6104	2000	6104	2005								
10090854	11559	"NBER"	1953	11559	1998																
10091215	1663	"NBER"	1950	1663	2006																
10091248	4091	"NBER"	1962	4091	2006																
10091286	1344	"NBER"	1965	1344	1983																
10091619	140760	"NBER"	1998	140760	2006																
10091649	7822	"m2006"	1974	7822	1998																
10091668	9319	"FRAT"	1968	9319	2006																
10091788	3154	"NBER"	1961	3154	1975																
10091809	6288	"NBER"	1950	6288	1999																
10091848	4908	"PASS1"	1968	4908	1976																
10091905	4321	"NBER"	1950	4321	2006																
10091998	3828	"NBER"	1972	3828	1987																
10092217	30807	"NBER"	1983	6552	1998	30807	1999	30807	2005												
10092463	103159	"MTCH1"	1994	103159	2003																
10092620	5950	"NBER"	1967	5950	1994																
10092670	19595	"UPDT2"	1992	19595	1998	13556	1999	13556	2001												
10092697	9442	"PASS1"	1974	9442	1982																
10092756	5878	"NBER"	1962	5878	2006																
10092757	6500	"NBER"	1974	6500	2006																
10093305	9458	"NBER"	1971	9458	1997	2751	1998	2751	2005												
10093350	10407	"MTCH1"	1961	10407	2006																
10093392	10490	"NBER"	1966	10490	1990																
10093523	2314	"NBER"	1969	2314	1975																
10093707	8251	"NBER"	1962	8251	1979																
10093815	1913	"NBER"	1960	1913	2006																
10094016	1300	"NBER"	1950	1300	2006																
10094100	10163	"MTCH1"	1950	10163	1998	10983	1999	10983	2005												
10094108	29311	"PASS1"	1992	29311	1999																
10094243	3946	"NBER"	1950	3946	2006																
10094288	4909	"MTCH1"	1967	4909	1985	28004	1986	9104	1989	3504	1990	3504	2005								
10094346	9040	"PASS1"	1974	9040	1981																
10094350	30098	"NBER"	1950	4995	1978	30098	1994	30098	2006												
10094673	5223	"PASS1"	1974	5223	1987																
10094783	2610	"NBER"	1964	2610	1976																
10094795	1789	"NBER"	1950	1789	1998																
10094844	4326	"NBER"	1960	4326	1976																
10095018	7536	"PASS1"	1950	7536	2002	8530	2003	8530	2005												
10095387	19661	"MTCH1"	1982	19661	2005																
10095477	2255	"NBER"	1950	2255	2006																
10095498	8004	"NBER"	1957	8004	1989																
10095722	15277	"NBER"	1989	15277	1994																
10096686	6663	"m2006"	1974	6663	1986																
10096780	4069	"NBER"	1966	4069	1997																
10096832	1609	"NBER"	1950	1609	1997																
10096860	8682	"NBER"	1960	8682	1997																
10096880	1786	"NBER"	1950	1786	1999																
10096921	7536	"NBER"	1950	7536	2002	8530	2003	8530	2005												
10097068	5959	"MTCH1"	1950	5959	2006																
10097429	8068	"NBER"	1960	8068	2006																
10097682	1643	"NBER"	1950	1643	1986																
10097727	4439	"NBER"	1962	4439	2005																
10097883	7648	"NBER"	1950	7648	2006																
10097938	1922	"NBER"	1950	1922	1983																
10098045	2655	"PASS1"	1973	2655	1978																
10098102	7065	"NBER"	1962	7065	2006																
10098135	8247	"NBER"	1950	8247	2006																
10098545	8168	"PASS1"	1974	8168	1979																
10098597	126721	"MTCH1"	1998	126721	2006																
10099284	7243	"PASS1"	1974	7243	2005																
10099478	109925	"m2006"	1997	109925	2006																
10099621	6989	"MTCH1"	1960	6989	1989																
10099634	5758	"NBER"	1962	5758	1996																
10099687	9434	"PASS1"	1960	9434	1993																
10099806	7580	"MTCH1"	1967	7580	1978																
10099918	6783	"NBER"	1968	6783	1983	3686	1984	3686	1997	10588	1998	10588	2004								
10099968	1542	"NBER"	1962	1542	1999																
10100061	2439	"NBER"	1969	2439	1998																
10100186	2234	"MTCH1"	1973	2234	1980																
10100263	2403	"NBER"	1950	2403	2006																
10100670	6648	"MTCH1"	1950	6648	1978																
10100674	5455	"NBER"	1950	5455	1975																
10100698	5046	"NBER"	1954	5046	2006																
10100707	5705	"NBER"	1982	5705	1991	25119	1992	25119	2005												
10100770	8852	"NBER"	1950	8852	2000	8479	2001	8479	2005												
10100846	4098	"MTCH1"	1968	4098	1988																
10101070	7777	"NBER"	1950	7777	1999																
10101126	10323	"NBER"	1960	10323	1996	2787	1998	2787	2005												
10101141	100581	"MTCH1"	1999	100581	2005																
10101228	102045	"MTCH1"	1998	102045	2005																
10101403	4060	"NBER"	1950	4060	2006																
10101440	7737	"NBER"	1975	7737	1997																
10101516	19349	"MTCH1"	1994	19349	2006																
10101751	4321	"NBER"	1950	4321	2006																
10101800	5116	"NBER"	1981	5116	2006																
10101954	5109	"NBER"	1950	5109	2006																
10102000	2452	"NBER"	1974	2452	1986	7636	1987	7636	2005												
10102362	5229	"MTCH1"	1950	5229	2006																
10102372	5086	"NBER"	1960	5086	1985																
10102410	140760	"NBER"	1998	140760	2006																
10102421	4069	"NBER"	1966	4069	1997																
10102519	4388	"NBER"	1974	4388	1992	9815	1993	9815	2005												
10102525	8463	"NBER"	1969	8463	2006																
10102636	100049	"UPDT2"	1994	100049	1998																
10102825	7671	"NBER"	1960	7671	1995																
10102837	6127	"NBER"	1962	6127	2000																
10102870	1774	"NBER"	1965	1774	1973																
10103061	9465	"NBER"	1957	9465	2006																
10103298	5195	"NBER"	1968	5195	1977																
10103299	1817	"m2006"	1974	1817	1991																
10103365	9803	"PASS1"	1976	9803	1978																
10103469	9009	"NBER"	1950	9009	1982																
10103564	7677	"PASS1"	1974	7677	1981	6649	1983	6649	2005												
10103628	11669	"PASS1"	1952	11669	2006																
10103652	4505	"PASS1"	1973	4505	1981																
10104036	1239	"NBER"	1956	1239	2006																
10104093	10583	"PASS1"	1974	10583	1996	9718	1997	9718	2000	61214	2001	61214	2005								
10104207	9399	"NBER"	1950	9399	1974																
10104314	9184	"PASS1"	1974	9184	1981																
10104355	6313	"NBER"	1972	6313	2006																
10104399	5568	"NBER"	1950	5568	2005																
10104405	62898	"NBER"	1950	3733	1982	62898	1993	62898	2003												
10104887	10443	"NBER"	1958	10443	2006																
10104904	6038	"NBER"	1950	6038	1997																
10104940	162254	"MTCH1"	1950	2827	1985	162254	1987	13934	1996	162254	1998	125434	2002	162254	2003	162254	2006				
10105164	2154	"NBER"	1960	2154	2006																
10105257	5278	"NBER"	1969	5278	1974																
10105508	24396	"MTCH1"	1990	24396	2006																
10105536	7435	"NBER"	1950	7435	2006																
10105582	24110	"PASS1"	1990	24110	2005																
10105670	2659	"NBER"	1960	2659	1978																
10105788	8479	"NBER"	1950	8479	2006																
10105804	4321	"NBER"	1950	4321	2006																
10105996	146212	"PASS1"	1999	146212	2006																
10106011	2787	"NBER"	1950	2787	2006																
10106146	13436	"MTCH1"	1985	13436	1999																
10106260	10816	"NBER"	1950	10816	2006																
10106275	5368	"NBER"	1971	5368	1986																
10106573	5762	"NBER"	1950	5762	1974																
10106741	11647	"NBER"	1974	11647	1984	11483	1985	11483	1998												
10107443	10455	"PASS1"	1984	10455	1993																
10107597	20362	"NBER"	1969	20362	1991																
10107607	5532	"NBER"	1960	5532	1986	5508	1987	5508	2000												
10107769	4099	"NBER"	1950	4099	1984																
10107775	9178	"NBER"	1950	9178	1984	9114	1985	9114	1999												
10107826	1308	"NBER"	1950	1308	2006																
10107934	9584	"PASS1"	1974	9584	1983																
10108197	7658	"NBER"	1950	7658	2006																
10108672	8871	"NBER"	1971	8871	1975																
10109112	8345	"NBER"	1960	8345	1985	11483	1986	11483	1998												
10109257	13134	"PHRM"	1986	13134	1994	5180	1995	5180	2005												
10109259	11498	"PASS1"	1979	11498	1985																
10109369	9462	"NBER"	1966	9462	1979																
10109707	126721	"MTCH1"	1998	126721	2006																
10109756	10301	"NBER"	1950	10301	2001	7985	2002	7985	2005												
10109781	128762	"PASS1"	2000	128762	2000																
10109894	7634	"PASS1"	1973	7634	1979	4856	1981	4856	1994	7063	1997	7063	2005								
10109937	8215	"NBER"	1950	8215	2006																
10110017	11228	"NBER"	1960	11228	2006																
10110128	10443	"NBER"	1958	10443	2006																
10110175	9967	"PHRM"	1961	9967	1988	2403	1989	2403	2006												
10110389	10355	"NBER"	1970	10355	1978	25747	2003	25747	2005												
10110797	2371	"MTCH1"	1975	2371	1978																
10110892	5825	"NBER"	1966	5825	1993																
10111144	1581	"NBER"	1950	1581	2004	9899	2005	9899	2005												
10111183	5083	"NBER"	1950	5083	1987																
10111350	3117	"NBER"	1973	3117	1988	5886	1989	5886	1996												
10111395	1964	"PASS1"	1960	1964	1977																
10111562	3639	"MTCH1"	1960	3639	2006																
10111660	6271	"NBER"	1970	6271	1992	14446	1993	14446	1997	63775	1998	63775	1999								
10111704	11462	"FRAT"	1961	11462	2005																
10111732	5578	"NBER"	1973	5578	2004	31477	2005	31477	2006												
10111811	3913	"PASS1"	1974	3913	1993																
10112031	1180	"NBER"	1966	1180	1983																
10112084	8966	"NBER"	1982	8966	1985																
10112132	2729	"NBER"	1955	2729	1994	3980	1996	3980	2005												
10112134	3338	"PASS1"	1974	3338	1993																
10112299	13708	"NBER"	1987	13708	1995																
10112359	4622	"NBER"	1950	4622	2006																
10112729	4321	"MTCH1"	1950	4321	2006																
10112775	125863	"m2006"	1998	125863	2006																
